position_number,position_description,name,dob,nationality,value
13,Centre-Forward,Yoshinori Muto,"Jul 15, 1992 (27)",Japan,£4.95m
7,Centre-Forward,Andy Carroll,"Jan 6, 1989 (31)",England,£2.88m
1,Goalkeeper,Tom Heaton,"Apr 15, 1986 (34)",England,£4.32m
12,Goalkeeper,Jed Steer,"Sep 23, 1992 (27)",England / Scotland,£1.08m
25,Goalkeeper,Örjan Nyland,"Sep 10, 1990 (29)",Norway,£1.08m
29,Goalkeeper,Pepe Reina,"Aug 31, 1982 (37)",Spain,£585k
31,Goalkeeper,Matija Sarkic,"Jul 23, 1997 (22)",Montenegro / England,£90k
40,Centre-Back,Tyrone Mings,"Mar 13, 1993 (27)",England / Barbados,£20.25m
22,Centre-Back,Björn Engels,"Sep 15, 1994 (25)",Belgium,£8.55m
15,Centre-Back,Ezri Konsa,"Oct 23, 1997 (22)",England / DR Congo,£5.85m
30,Centre-Back,Kortney Hause,"Jul 16, 1995 (24)",England / Bermuda,£5.85m
18,Left-Back,Matt Targett,"Sep 18, 1995 (24)",England / Scotland,£9.45m
3,Left-Back,Neil Taylor,"Feb 7, 1989 (31)",Wales,£2.52m
24,Right-Back,Frédéric Guilbert,"Dec 24, 1994 (25)",France,£6.30m
27,Right-Back,Ahmed Elmohamady,"Sep 9, 1987 (32)",Egypt,£1.80m
11,Defensive Midfield,Marvelous Nakamba,"Jan 19, 1994 (26)",Zimbabwe,£7.20m
6,Central Midfield,Douglas Luiz,"May 9, 1998 (21)",Brazil,£16.20m
7,Central Midfield,John McGinn,"Oct 18, 1994 (25)",Scotland,£14.40m
14,Central Midfield,Conor Hourihane,"Feb 2, 1991 (29)",Ireland,£5.40m
4,Central Midfield,Danny Drinkwater,"Mar 5, 1990 (30)",England,£4.32m
8,Central Midfield,Henri Lansbury,"Oct 12, 1990 (29)",England,£1.08m
10,Attacking Midfield,Jack Grealish,"Sep 10, 1995 (24)",England / Ireland,£27.45m
17,Left Winger,Trezeguet,"Oct 1, 1994 (25)",Egypt,£7.20m
21,Right Winger,Anwar El Ghazi,"May 3, 1995 (24)",Netherlands / Morocco,£7.20m
23,Right Winger,Jota,"Jun 16, 1991 (28)",Spain,£3.15m
9,Centre-Forward,Wesley,"Nov 26, 1996 (23)",Brazil,£21.60m
20,Centre-Forward,Mbwana Samatta,"Dec 23, 1992 (27)",Tanzania,£8.55m
19,Centre-Forward,Borja Bastón,"Aug 25, 1992 (27)",Spain,£2.88m
39,Centre-Forward,Keinan Davis,"Feb 13, 1998 (22)",England,£2.07m
26,Goalkeeper,Ben Foster,"Apr 3, 1983 (37)",England,£1.08m
1,Goalkeeper,Heurelho Gomes,"Feb 15, 1981 (39)",Brazil,£360k
35,Goalkeeper,Daniel Bachmann,"Jul 9, 1994 (25)",Austria,£360k
27,Centre-Back,Christian Kabasele,"Feb 24, 1991 (29)",Belgium / DR Congo,£5.85m
4,Centre-Back,Craig Dawson,"May 6, 1990 (29)",England,£4.32m
15,Centre-Back,Craig Cathcart,"Feb 6, 1989 (31)",Northern Ireland,£3.60m
6,Centre-Back,Adrian Mariappa,"Oct 3, 1986 (33)",Jamaica / England,£1.44m
-,Centre-Back,Jorge Segura,"Jan 18, 1997 (23)",Colombia,£720k
11,Left-Back,Adam Masina,"Jan 2, 1994 (26)",Italy / Morocco,£4.95m
25,Left-Back,José Holebas,"Jun 27, 1984 (35)",Greece / Germany,£1.08m
21,Right-Back,Kiko Femenía,"Feb 2, 1991 (29)",Spain,£4.32m
2,Right-Back,Daryl Janmaat,"Jul 22, 1989 (30)",Netherlands,£3.60m
29,Defensive Midfield,Étienne Capoue,"Jul 11, 1988 (31)",France / Guadeloupe,£4.68m
14,Defensive Midfield,Nathaniel Chalobah,"Dec 12, 1994 (25)",England / Sierra Leone,£4.32m
16,Central Midfield,Abdoulaye Doucouré,"Jan 1, 1993 (27)",France / Mali,£18.00m
19,Central Midfield,Will Hughes,"Apr 17, 1995 (25)",England,£13.05m
8,Central Midfield,Tom Cleverley,"Aug 12, 1989 (30)",England,£4.32m
20,Central Midfield,Domingos Quina,"Nov 18, 1999 (20)",Portugal / Guinea-Bissau,£2.88m
24,Central Midfield,Tom Dele-Bashiru,"Sep 17, 1999 (20)",Nigeria / England,£405k
37,Attacking Midfield,Roberto Pereyra,"Jan 7, 1991 (29)",Argentina,£8.10m
7,Left Winger,Gerard Deulofeu,"Mar 13, 1994 (26)",Spain,£18.00m
22,Left Winger,Isaac Success,"Jan 7, 1996 (24)",Nigeria,£2.88m
23,Right Winger,Ismaïla Sarr,"Feb 25, 1998 (22)",Senegal,£22.05m
33,Right Winger,Ignacio Pussetto,"Dec 21, 1995 (24)",Argentina / Italy,£5.85m
17,Centre-Forward,João Pedro,"Sep 26, 2001 (18)",Brazil,£16.20m
18,Centre-Forward,Andre Gray,"Jun 26, 1991 (28)",England / Jamaica,£8.55m
9,Centre-Forward,Troy Deeney,"Jun 29, 1988 (31)",England / Jamaica,£5.85m
10,Centre-Forward,Danny Welbeck,"Nov 26, 1990 (29)",England,£4.95m
13,Centre-Forward,Adalberto Peñaranda,"May 31, 1997 (22)",Venezuela,£900k
1,Goalkeeper,Mathew Ryan,"Apr 8, 1992 (28)",Australia / England,£7.20m
27,Goalkeeper,David Button,"Feb 27, 1989 (31)",England,£1.08m
23,Goalkeeper,Jason Steele,"Aug 18, 1990 (29)",England,£540k
5,Centre-Back,Lewis Dunk,"Nov 21, 1991 (28)",England,£14.40m
15,Centre-Back,Adam Webster,"Jan 4, 1995 (25)",England,£10.80m
4,Centre-Back,Shane Duffy,"Jan 1, 1992 (28)",Ireland / Northern Ireland,£8.55m
33,Centre-Back,Dan Burn,"May 9, 1992 (27)",England,£3.60m
30,Left-Back,Bernardo,"May 14, 1995 (24)",Brazil,£4.32m
22,Right-Back,Martín Montoya,"Apr 14, 1991 (29)",Spain,£5.85m
2,Right-Back,Tariq Lamptey,"Sep 30, 2000 (19)",England / Ghana,£2.88m
21,Right-Back,Ezequiel Schelotto,"May 23, 1989 (30)",Italy / Argentina,£1.08m
24,Central Midfield,Davy Pröpper,"Sep 2, 1991 (28)",Netherlands,£12.15m
8,Central Midfield,Yves Bissouma,"Aug 30, 1996 (23)",Mali / Cote d'Ivoire,£8.55m
13,Central Midfield,Pascal Groß,"Jun 15, 1991 (28)",Germany,£8.55m
18,Central Midfield,Aaron Mooy,"Sep 15, 1990 (29)",Australia / Netherlands,£8.55m
6,Central Midfield,Dale Stephens,"Dec 12, 1989 (30)",England,£4.32m
25,Central Midfield,Beram Kayal,"May 2, 1988 (31)",Israel,£1.08m
20,Left Midfield,Solly March,"Jul 20, 1994 (25)",England,£5.85m
10,Attacking Midfield,Alexis Mac Allister,"Dec 24, 1998 (21)",Argentina,£9.90m
46,Attacking Midfield,Steven Alzate,"Sep 8, 1998 (21)",Colombia / England,£2.07m
11,Left Winger,Leandro Trossard,"Dec 4, 1994 (25)",Belgium,£11.70m
19,Left Winger,José Izquierdo,"Jul 7, 1992 (27)",Colombia,£5.85m
16,Right Winger,Alireza Jahanbakhsh,"Aug 11, 1993 (26)",Iran,£5.85m
7,Centre-Forward,Neal Maupay,"Aug 14, 1996 (23)",France / Argentina,£15.75m
44,Centre-Forward,Aaron Connolly,"Jan 28, 2000 (20)",Ireland,£3.60m
17,Centre-Forward,Glenn Murray,"Sep 25, 1983 (36)",England,£1.44m
28,Goalkeeper,Angus Gunn,"Jan 22, 1996 (24)",England / Scotland,£5.85m
1,Goalkeeper,Alex McCarthy,"Dec 3, 1989 (30)",England,£3.60m
4,Centre-Back,Jannik Vestergaard,"Aug 3, 1992 (27)",Denmark / Germany,£10.80m
35,Centre-Back,Jan Bednarek,"Apr 12, 1996 (24)",Poland,£10.80m
38,Centre-Back,Kevin Danso,"Sep 19, 1998 (21)",Austria,£5.67m
5,Centre-Back,Jack Stephens,"Jan 27, 1994 (26)",England,£4.95m
21,Left-Back,Ryan Bertrand,"Aug 5, 1989 (30)",England,£9.45m
45,Left-Back,Sam McQueen,"Feb 6, 1995 (25)",England,£720k
24,Right-Back,Kyle Walker-Peters,"Apr 13, 1997 (23)",England,£7.20m
43,Right-Back,Yan Valery,"Feb 22, 1999 (21)",France / Tunisia,£5.67m
14,Defensive Midfield,Oriol Romeu,"Sep 24, 1991 (28)",Spain,£7.20m
16,Central Midfield,James Ward-Prowse,"Nov 1, 1994 (25)",England,£13.05m
23,Central Midfield,Pierre-Emile Höjbjerg,"Aug 5, 1995 (24)",Denmark / France,£10.80m
17,Central Midfield,Stuart Armstrong,"Mar 30, 1992 (28)",Scotland,£5.85m
22,Left Winger,Nathan Redmond,"Mar 6, 1994 (26)",England / Ireland,£14.40m
12,Left Winger,Moussa Djenepo,"Jun 15, 1998 (21)",Mali,£9.90m
19,Left Winger,Sofiane Boufal,"Sep 17, 1993 (26)",Morocco / France,£7.20m
9,Centre-Forward,Danny Ings,"Jul 23, 1992 (27)",England,£15.75m
10,Centre-Forward,Che Adams,"Jul 13, 1996 (23)",England / Antigua and Barbuda,£8.55m
20,Centre-Forward,Michael Obafemi,"Jul 6, 2000 (19)",Ireland / Nigeria,£4.05m
7,Centre-Forward,Shane Long,"Jan 22, 1987 (33)",Ireland,£2.52m
31,Goalkeeper,Vicente Guaita,"Jan 10, 1987 (33)",Spain,£3.60m
13,Goalkeeper,Wayne Hennessey,"Jan 24, 1987 (33)",Wales,£2.16m
19,Goalkeeper,Stephen Henderson,"May 2, 1988 (31)",Ireland,£360k
12,Centre-Back,Mamadou Sakho,"Feb 13, 1990 (30)",France / Senegal,£8.55m
5,Centre-Back,James Tomkins,"Mar 29, 1989 (31)",England,£3.60m
24,Centre-Back,Gary Cahill,"Dec 19, 1985 (34)",England,£3.60m
44,Centre-Back,Jairo Riedewald,"Sep 9, 1996 (23)",Netherlands / Suriname,£2.88m
6,Centre-Back,Scott Dann,"Feb 14, 1987 (33)",England,£2.52m
3,Left-Back,Patrick van Aanholt,"Aug 29, 1990 (29)",Netherlands / Curacao,£8.55m
2,Right-Back,Joel Ward,"Oct 29, 1989 (30)",England,£2.88m
34,Right-Back,Martin Kelly,"Apr 27, 1990 (29)",England,£2.52m
4,Defensive Midfield,Luka Milivojevic,"Apr 7, 1991 (29)",Serbia,£18.00m
8,Defensive Midfield,Cheikhou Kouyaté,"Dec 21, 1989 (30)",Senegal / Belgium,£7.20m
18,Central Midfield,James McArthur,"Oct 7, 1987 (32)",Scotland,£4.32m
22,Central Midfield,James McCarthy,"Nov 12, 1990 (29)",Ireland / Scotland,£2.52m
15,Left Midfield,Jeffrey Schlupp,"Dec 23, 1992 (27)",Ghana / Germany,£8.55m
7,Attacking Midfield,Max Meyer,"Sep 18, 1995 (24)",Germany,£7.20m
11,Right Winger,Wilfried Zaha,"Nov 10, 1992 (27)",Cote d'Ivoire / England,£39.60m
10,Right Winger,Andros Townsend,"Jul 16, 1991 (28)",England,£10.80m
17,Centre-Forward,Christian Benteke,"Dec 3, 1990 (29)",Belgium / DR Congo,£9.45m
9,Centre-Forward,Jordan Ayew,"Sep 11, 1991 (28)",Ghana / France,£5.85m
1,Goalkeeper,Nick Pope,"Apr 19, 1992 (28)",England,£8.55m
20,Goalkeeper,Joe Hart,"Apr 19, 1987 (33)",England,£2.16m
15,Goalkeeper,Bailey Peacock-Farrell,"Oct 29, 1996 (23)",Northern Ireland / England,£1.08m
30,Goalkeeper,Adam Legzdins,"Nov 28, 1986 (33)",England / Latvia,£225k
5,Centre-Back,James Tarkowski,"Nov 19, 1992 (27)",England / Poland,£18.00m
6,Centre-Back,Ben Mee,"Sep 21, 1989 (30)",England,£7.20m
14,Centre-Back,Ben Gibson,"Jan 15, 1993 (27)",England,£5.85m
28,Centre-Back,Kevin Long,"Aug 18, 1990 (29)",Ireland,£1.44m
3,Left-Back,Charlie Taylor,"Sep 18, 1993 (26)",England,£3.60m
23,Left-Back,Erik Pieters,"Aug 7, 1988 (31)",Netherlands,£3.60m
2,Right-Back,Matthew Lowton,"Jun 9, 1989 (30)",England,£3.60m
26,Right-Back,Phil Bardsley,"Jun 28, 1985 (34)",Scotland / England,£720k
4,Defensive Midfield,Jack Cork,"Jun 25, 1989 (30)",England,£10.80m
18,Defensive Midfield,Ashley Westwood,"Apr 1, 1990 (30)",England,£4.95m
13,Central Midfield,Jeff Hendrick,"Jan 31, 1992 (28)",Ireland,£8.10m
8,Central Midfield,Josh Brownhill,"Dec 19, 1995 (24)",England,£4.95m
12,Left Midfield,Robbie Brady,"Jan 14, 1992 (28)",Ireland,£4.32m
11,Left Winger,Dwight McNeil,"Nov 22, 1999 (20)",England,£16.20m
7,Right Winger,Johann Berg Gudmundsson,"Oct 27, 1990 (29)",Iceland,£7.20m
25,Right Winger,Aaron Lennon,"Apr 16, 1987 (33)",England / Ireland,£2.16m
9,Centre-Forward,Chris Wood,"Dec 7, 1991 (28)",New Zealand,£13.05m
10,Centre-Forward,Ashley Barnes,"Oct 30, 1989 (30)",England,£7.20m
19,Centre-Forward,Jay Rodríguez,"Jul 29, 1989 (30)",England / Spain,£4.32m
27,Centre-Forward,Matej Vydra,"May 1, 1992 (27)",Czech Republic,£3.60m
1,Goalkeeper,Tim Krul,"Apr 3, 1988 (32)",Netherlands,£3.60m
33,Goalkeeper,Michael McGovern,"Jul 12, 1984 (35)",Northern Ireland,£270k
4,Centre-Back,Ben Godfrey,"Jan 15, 1998 (22)",England,£10.35m
6,Centre-Back,Christoph Zimmermann,"Jan 12, 1993 (27)",Germany,£2.52m
5,Centre-Back,Grant Hanley,"Nov 20, 1991 (28)",Scotland,£1.80m
15,Centre-Back,Timm Klose,"May 9, 1988 (31)",Switzerland / Germany,£1.80m
12,Left-Back,Jamal Lewis,"Jan 25, 1998 (22)",Northern Ireland / England,£9.90m
2,Right-Back,Max Aarons,"Jan 4, 2000 (20)",England,£18.00m
3,Right-Back,Sam Byram,"Sep 16, 1993 (26)",England,£2.52m
19,Defensive Midfield,Tom Trybull,"Mar 9, 1993 (27)",Germany,£2.88m
27,Defensive Midfield,Alexander Tettey,"Apr 4, 1986 (34)",Norway,£1.44m
23,Central Midfield,Kenny McLean,"Jan 8, 1992 (28)",Scotland,£3.15m
7,Central Midfield,Lukas Rupp,"Jan 8, 1991 (29)",Germany,£2.16m
10,Central Midfield,Moritz Leitner,"Dec 8, 1992 (27)",Germany / Austria,£2.16m
8,Central Midfield,Mario Vrancic,"May 23, 1989 (30)",Bosnia-Herzegovina / Germany,£1.80m
14,Left Midfield,Todd Cantwell,"Feb 27, 1998 (22)",England,£18.00m
25,Attacking Midfield,Ondrej Duda,"Dec 5, 1994 (25)",Slovakia,£9.45m
18,Attacking Midfield,Marco Stiepermann,"Feb 9, 1991 (29)",Germany,£2.88m
11,Left Winger,Onel Hernández,"Feb 1, 1993 (27)",Cuba / Germany,£2.88m
17,Right Winger,Emiliano Buendía,"Dec 25, 1996 (23)",Argentina / Spain,£13.05m
22,Centre-Forward,Teemu Pukki,"Mar 29, 1990 (30)",Finland,£7.20m
20,Centre-Forward,Josip Drmic,"Aug 8, 1992 (27)",Switzerland / Croatia,£1.44m
1,Goalkeeper,Dean Henderson,"Mar 12, 1997 (23)",England,£13.05m
21,Goalkeeper,Michael Verrips,"Dec 3, 1996 (23)",Netherlands,£720k
25,Goalkeeper,Simon Moore,"May 19, 1990 (29)",England,£360k
5,Centre-Back,Jack O'Connell,"Mar 29, 1994 (26)",England,£8.55m
12,Centre-Back,John Egan,"Oct 20, 1992 (27)",Ireland,£8.55m
29,Centre-Back,Panagiotis Retsos,"Aug 9, 1998 (21)",Greece,£7.20m
6,Centre-Back,Chris Basham,"Jul 20, 1988 (31)",England,£2.16m
15,Centre-Back,Phil Jagielka,"Aug 17, 1982 (37)",England / Poland,£720k
3,Left-Back,Enda Stevens,"Jul 9, 1990 (29)",Ireland,£4.95m
19,Left-Back,Jack Robinson,"Sep 1, 1993 (26)",England,£1.80m
2,Right-Back,George Baldock,"Mar 9, 1993 (27)",England / Greece,£4.32m
18,Right-Back,Kieron Freeman,"Mar 21, 1992 (28)",Wales / England,£1.08m
32,Defensive Midfield,Sander Berge,"Feb 14, 1998 (22)",Norway,£18.00m
27,Defensive Midfield,Muhamed Besic,"Sep 10, 1992 (27)",Bosnia-Herzegovina / Germany,£2.16m
26,Defensive Midfield,Jack Rodwell,"Mar 11, 1991 (29)",England,£1.08m
7,Central Midfield,John Lundstram,"Feb 18, 1994 (26)",England,£7.20m
4,Central Midfield,John Fleck,"Aug 24, 1991 (28)",Scotland,£5.85m
16,Central Midfield,Oliver Norwood,"Apr 12, 1991 (29)",Northern Ireland / England,£5.85m
23,Left Midfield,Ben Osborn,"Aug 5, 1994 (25)",England,£1.80m
8,Attacking Midfield,Luke Freeman,"Mar 22, 1992 (28)",England,£2.52m
-,Left Winger,Ricky Holmes,"Jun 20, 1987 (32)",England,£225k
22,Centre-Forward,Lys Mousset,"Feb 8, 1996 (24)",France / Senegal,£8.55m
9,Centre-Forward,Oliver McBurnie,"Jun 4, 1996 (23)",Scotland / England,£7.20m
10,Centre-Forward,Billy Sharp,"Feb 5, 1986 (34)",England,£1.44m
17,Centre-Forward,David McGoldrick,"Nov 29, 1987 (32)",Ireland / England,£1.44m
30,Centre-Forward,Richairo Zivkovic,"Sep 5, 1996 (23)",Netherlands / Serbia,£585k
24,Centre-Forward,Leon Clarke,"Feb 10, 1985 (35)",England,£270k
12,Goalkeeper,Marek Rodak,"Dec 13, 1996 (23)",Slovakia,£3.60m
1,Goalkeeper,Marcus Bettinelli,"May 24, 1992 (27)",England,£1.44m
26,Goalkeeper,Jordan Archer,"Apr 12, 1993 (27)",Scotland / England,£360k
32,Goalkeeper,Magnus Norman,"Jan 19, 1997 (23)",England,£225k
15,Centre-Back,Terence Kongolo,"Feb 14, 1994 (26)",Netherlands / DR Congo,£7.20m
5,Centre-Back,Alfie Mawson,"Jan 19, 1994 (26)",England,£6.30m
3,Centre-Back,Michael Hector,"Jul 19, 1992 (27)",Jamaica / England,£4.32m
20,Centre-Back,Maxime Le Marchand,"Oct 11, 1989 (30)",France,£1.44m
13,Centre-Back,Tim Ream,"Oct 5, 1987 (32)",United States,£1.08m
23,Left-Back,Joe Bryan,"Sep 17, 1993 (26)",England,£4.95m
43,Right-Back,Steven Sessegnon,"May 18, 2000 (19)",England / Benin,£2.07m
4,Right-Back,Denis Odoi,"May 27, 1988 (31)",Belgium / Ghana,£1.44m
22,Right-Back,Cyrus Christie,"Sep 30, 1992 (27)",Ireland / England,£1.44m
21,Defensive Midfield,Harrison Reed,"Jan 27, 1995 (25)",England,£2.16m
6,Defensive Midfield,Kevin McDonald,"Nov 4, 1988 (31)",Scotland,£1.80m
25,Central Midfield,Josh Onomah,"Apr 27, 1997 (22)",England,£3.60m
18,Central Midfield,Harry Arter,"Dec 28, 1989 (30)",Ireland / England,£3.15m
8,Central Midfield,Stefan Johansen,"Jan 8, 1991 (29)",Norway,£2.88m
33,Central Midfield,Matt O'Riley,"Nov 21, 2000 (19)",England,£405k
36,Right Midfield,Luca de la Torre,"May 23, 1998 (21)",United States,£405k
10,Attacking Midfield,Tom Cairney,"Jan 20, 1991 (29)",Scotland / England,£10.80m
7,Attacking Midfield,Neeskens Kebano,"Mar 10, 1992 (28)",DR Congo / France,£1.08m
19,Right Winger,Ivan Cavaleiro,"Oct 18, 1993 (26)",Portugal / Cape Verde,£7.20m
24,Right Winger,Anthony Knockaert,"Nov 20, 1991 (28)",France / Belgium,£5.85m
14,Second Striker,Bobby Reid,"Feb 2, 1993 (27)",Jamaica / England,£7.20m
9,Centre-Forward,Aleksandar Mitrovic,"Sep 16, 1994 (25)",Serbia,£18.00m
47,Centre-Forward,Aboubakar Kamara,"Mar 7, 1995 (25)",France / Mauritania,£1.44m
61,Centre-Forward,Jay Stansfield,"Nov 24, 2002 (17)",England,£405k
1,Goalkeeper,Illan Meslier,"Mar 2, 2000 (20)",France,£4.05m
13,Goalkeeper,Kiko Casilla,"Oct 2, 1986 (33)",Spain,£1.80m
-,Goalkeeper,Will Huffer,"Oct 30, 1998 (21)",England,£90k
25,Goalkeeper,Elia Caprile,"Aug 25, 2001 (18)",Italy,£90k
5,Centre-Back,Ben White,"Oct 8, 1997 (22)",England,£4.95m
6,Centre-Back,Liam Cooper,"Aug 30, 1991 (28)",Scotland / England,£4.95m
28,Centre-Back,Gaetano Berardi,"Aug 21, 1988 (31)",Switzerland / Italy,£360k
10,Left-Back,Ezgjan Alioski,"Feb 12, 1992 (28)",North Macedonia / Switzerland,£3.15m
15,Left-Back,Stuart Dallas,"Apr 19, 1991 (29)",Northern Ireland,£2.16m
3,Left-Back,Barry Douglas,"Sep 4, 1989 (30)",Scotland,£1.80m
40,Left-Back,Leif Davis,"Jan 12, 2000 (20)",England,£90k
2,Right-Back,Luke Ayling,"Aug 25, 1991 (28)",England,£2.16m
23,Defensive Midfield,Kalvin Phillips,"Dec 2, 1995 (24)",England / Jamaica,£10.80m
-,Defensive Midfield,Ouasim Bouy,"Jun 11, 1993 (26)",Morocco / Netherlands,£293k
48,Defensive Midfield,Jordan Stevens,"Mar 25, 2000 (20)",England,£180k
4,Central Midfield,Adam Forshaw,"Oct 8, 1991 (28)",England,£2.88m
43,Central Midfield,Mateusz Klich,"Jun 13, 1990 (29)",Poland,£2.52m
46,Central Midfield,Jamie Shackleton,"Oct 8, 1999 (20)",England,£2.07m
44,Central Midfield,Mateusz Bogusz,"Aug 22, 2001 (18)",Poland,£90k
19,Attacking Midfield,Pablo Hernández,"Apr 11, 1985 (35)",Spain,£1.08m
22,Left Winger,Jack Harrison,"Nov 20, 1996 (23)",England,£4.68m
17,Right Winger,Hélder Costa,"Jan 12, 1994 (26)",Portugal / Angola,£7.20m
7,Right Winger,Ian Poveda,"Feb 9, 2000 (20)",England / Colombia,£608k
29,Centre-Forward,Jean-Kévin Augustin,"Jun 16, 1997 (22)",France / Haiti,£8.55m
9,Centre-Forward,Patrick Bamford,"Sep 5, 1993 (26)",England / Ireland,£5.85m
11,Centre-Forward,Tyler Roberts,"Jan 12, 1999 (21)",Wales / England,£3.24m
1,Goalkeeper,Sam Johnstone,"Mar 25, 1993 (27)",England,£4.95m
23,Goalkeeper,Jonathan Bond,"May 19, 1993 (26)",England / Wales,£225k
25,Goalkeeper,Ali Al-Habsi,"Dec 30, 1981 (38)",Oman,£225k
6,Centre-Back,Semi Ajayi,"Nov 9, 1993 (26)",Nigeria / England,£3.60m
36,Centre-Back,Nathan Ferguson,"Oct 6, 2000 (19)",England,£3.60m
26,Centre-Back,Ahmed Hegazy,"Jan 25, 1991 (29)",Egypt,£3.15m
5,Centre-Back,Kyle Bartley,"May 22, 1991 (28)",England / Jamaica,£2.52m
27,Centre-Back,Dara O'Shea,"Mar 4, 1999 (21)",Ireland,£810k
32,Centre-Back,Jack Fitzwater,"Sep 23, 1997 (22)",England,£135k
3,Left-Back,Kieran Gibbs,"Sep 26, 1989 (30)",England,£2.88m
14,Left-Back,Conor Townsend,"Mar 4, 1993 (27)",England,£720k
2,Right-Back,Darnell Furlong,"Oct 31, 1995 (24)",England / Montserrat,£2.88m
22,Right-Back,Lee Peltier,"Dec 11, 1986 (33)",England / Antigua and Barbuda,£720k
8,Defensive Midfield,Jake Livermore,"Nov 14, 1989 (30)",England,£4.95m
18,Defensive Midfield,Gareth Barry,"Feb 23, 1981 (39)",England,£293k
19,Central Midfield,Romaine Sawyers,"Nov 2, 1991 (28)",St. Kitts & Nevis / England,£2.88m
16,Central Midfield,Rekeem Harper,"Mar 8, 2000 (20)",England / Jamaica,£2.07m
21,Left Midfield,Kyle Edwards,"Feb 17, 1998 (22)",England,£1.17m
11,Left Midfield,Chris Brunt,"Dec 14, 1984 (35)",Northern Ireland,£540k
7,Attacking Midfield,Filip Krovinovic,"Aug 29, 1995 (24)",Croatia,£2.88m
47,Left Winger,Callum Robinson,"Feb 2, 1995 (25)",Ireland / England,£4.95m
13,Left Winger,Kamil Grosicki,"Jun 8, 1988 (31)",Poland,£2.16m
12,Right Winger,Matheus Pereira,"May 5, 1996 (23)",Brazil / Portugal,£8.55m
10,Right Winger,Matt Phillips,"Mar 13, 1991 (29)",Scotland / England,£4.95m
29,Right Winger,Grady Diangana,"Apr 19, 1998 (22)",England / DR Congo,£4.05m
20,Right Winger,Jonathan Leko,"Apr 24, 1999 (20)",England / DR Congo,£1.17m
9,Centre-Forward,Kenneth Zohore,"Jan 31, 1994 (26)",Denmark / Cote d'Ivoire,£3.60m
15,Centre-Forward,Charlie Austin,"Jul 5, 1989 (30)",England,£2.88m
4,Centre-Forward,Hal Robson-Kanu,"May 21, 1989 (30)",Wales / England,£2.16m
1,Goalkeeper,Daniel Bentley,"Jul 13, 1993 (26)",England,£2.52m
33,Goalkeeper,Niki Mäenpää,"Jan 23, 1985 (35)",Finland,£225k
13,Goalkeeper,Rene Gilmartin,"May 31, 1987 (32)",Ireland,£135k
38,Goalkeeper,Joe Wollacott,"Sep 8, 1996 (23)",England,£90k
31,Centre-Back,Filip Benkovic,"Jul 13, 1997 (22)",Croatia,£6.30m
22,Centre-Back,Tomas Kalas,"May 15, 1993 (26)",Czech Republic,£4.32m
6,Centre-Back,Nathan Baker,"Apr 23, 1991 (28)",England,£2.88m
29,Centre-Back,Ashley Williams,"Aug 23, 1984 (35)",Wales / England,£1.08m
3,Left-Back,Jay Dasilva,"Apr 22, 1998 (21)",England / Brazil,£3.60m
32,Right-Back,Pedro Pereira,"Jan 22, 1998 (22)",Portugal,£1.62m
2,Right-Back,Jack Hunt,"Dec 6, 1990 (29)",England,£1.44m
26,Right-Back,Zak Vyner,"May 14, 1997 (22)",England,£360k
-,Right-Back,Callum Pearson,"Oct 26, 2001 (18)",Wales,
4,Defensive Midfield,Ádám Nagy,"Jun 17, 1995 (24)",Hungary,£1.44m
7,Defensive Midfield,Korey Smith,"Jan 31, 1991 (29)",England / Jamaica,£360k
42,Central Midfield,Han-Noah Massengo,"Jul 7, 2001 (18)",France / Congo,£6.48m
8,Central Midfield,Markus Henriksen,"Jul 25, 1992 (27)",Norway,£3.60m
19,Left Midfield,Niclas Eliasson,"Dec 7, 1995 (24)",Sweden / Brazil,£3.60m
11,Left Midfield,Callum O'Dowda,"Apr 23, 1995 (24)",Ireland / England,£1.44m
25,Left Midfield,Tommy Rowe,"Sep 24, 1988 (31)",England,£653k
45,Attacking Midfield,Kasey Palmer,"Nov 9, 1996 (23)",England,£1.44m
14,Right Winger,Andreas Weimann,"Aug 5, 1991 (28)",Austria,£3.60m
15,Right Winger,Marley Watkins,"Oct 17, 1990 (29)",Wales / England,£428k
20,Second Striker,Jamie Paterson,"Dec 20, 1991 (28)",England / Scotland,£1.44m
40,Centre-Forward,Benik Afobe,"Feb 12, 1993 (27)",DR Congo / England,£5.85m
9,Centre-Forward,Famara Diédhiou,"Dec 15, 1992 (27)",Senegal,£4.95m
21,Centre-Forward,Nahki Wells,"Jun 1, 1990 (29)",Bermuda,£2.88m
1,Goalkeeper,David Raya,"Sep 15, 1995 (24)",Spain,£3.60m
13,Goalkeeper,Patrik Gunnarsson,"Nov 15, 2000 (19)",Iceland,£225k
28,Goalkeeper,Luke Daniels,"Jan 5, 1988 (32)",England,£225k
25,Goalkeeper,Ellery Balcombe,"Oct 15, 1999 (20)",England / St. Vincent & Grenadinen,£180k
18,Centre-Back,Pontus Jansson,"Feb 13, 1991 (29)",Sweden,£4.32m
5,Centre-Back,Ethan Pinnock,"May 29, 1993 (26)",England,£2.16m
23,Centre-Back,Julian Jeanvier,"Mar 31, 1992 (28)",Guinea / France,£1.80m
32,Centre-Back,Luka Racic,"May 8, 1999 (20)",Denmark / Montenegro,£270k
3,Left-Back,Rico Henry,"Jul 8, 1997 (22)",England,£1.80m
